  DAVIDE FORMOLO  ,134,UAE TEAM EMIRATES  ,'04h 21'' 22'''''
  ALEJANDRO VALVERDE  ,91,MOVISTAR TEAM  ,'04h 21'' 22'''''
  MIKEL LANDA  ,61,BAHRAIN - MCLAREN  ,'04h 21'' 22'''''
  DAMIANO CARUSO  ,63,BAHRAIN - MCLAREN  ,'04h 21'' 22'''''
  BAUKE MOLLEMA  ,104,TREK - SEGAFREDO  ,'04h 21'' 22'''''
  LUIS LEÓN SANCHEZ  ,147,ASTANA PRO TEAM  ,'04h 21'' 22'''''
  FABIO ARU  ,132,UAE TEAM EMIRATES  ,'04h 21'' 22'''''
  RICHIE PORTE  ,101,TREK - SEGAFREDO  ,'04h 21'' 22'''''
  ENRIC MAS  ,94,MOVISTAR TEAM  ,'04h 21'' 22'''''
  NICCOLÒ BONIFAZIO  ,181,TOTAL DIRECT ENERGIE  ,'04h 21'' 22'''''
  GORKA IZAGUIRRE INSAUSTI  ,144,ASTANA PRO TEAM  ,'04h 21'' 22'''''
  JONAS KOCH  ,115,CCC TEAM  ,'04h 21'' 22'''''
  SERGIO ANDRES HIGUITA  ,74,EF PRO CYCLING  ,'04h 21'' 22'''''
  HUGH JOHN CARTHY  ,73,EF PRO CYCLING  ,'04h 21'' 22'''''
  JAN POLANC  ,138,UAE TEAM EMIRATES  ,'04h 21'' 22'''''
  GREGOR MÜHLBERGER  ,25,BORA - HANSGROHE  ,'04h 21'' 22'''''
  NIKIAS ARNDT  ,202,TEAM SUNWEB  ,'04h 21'' 22'''''
  ALEXIS VUILLERMOZ  ,38,AG2R LA MONDIALE  ,'04h 21'' 22'''''
  WARREN BARGUIL  ,83,TEAM ARKEA - SAMSIC  ,'04h 21'' 22'''''
  DOMENICO POZZOVIVO  ,197,NTT PRO CYCLING TEAM  ,'04h 21'' 22'''''
  RUDY MOLARD  ,57,GROUPAMA - FDJ  ,'04h 21'' 22'''''
  JENS KEUKELEIRE  ,75,EF PRO CYCLING  ,'04h 21'' 22'''''
  STEFAN KÜNG  ,54,GROUPAMA - FDJ  ,'04h 21'' 22'''''
  DANIEL FELIPE MARTINEZ  ,76,EF PRO CYCLING  ,'04h 21'' 22'''''
  MATEJ MOHORIC  ,66,BAHRAIN - MCLAREN  ,'04h 21'' 22'''''
  ROMAIN SICARD  ,186,TOTAL DIRECT ENERGIE  ,'04h 21'' 22'''''
  KASPER ASGREEN  ,42,DECEUNINCK - QUICK - STEP  ,'04h 21'' 22'''''
  NELSON OLIVEIRA  ,95,MOVISTAR TEAM  ,'04h 21'' 22'''''
  DARYL IMPEY  ,165,MITCHELTON - SCOTT  ,'04h 21'' 22'''''
  PELLO BILBAO  ,62,BAHRAIN - MCLAREN  ,'04h 21'' 22'''''
  JORIS NIEUWENHUIS  ,206,TEAM SUNWEB  ,'04h 21'' 22'''''
  MARCO MARCATO  ,137,UAE TEAM EMIRATES  ,'04h 21'' 22'''''
  JASPER DE BUYST  ,153,LOTTO SOUDAL  ,'04h 21'' 22'''''
  TOM VAN ASBROECK  ,178,ISRAEL START-UP NATION  ,'04h 21'' 39'''''
  CYRIL GAUTIER  ,215,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 21'' 52'''''
  KÉVIN REZA  ,217,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 21'' 52'''''
  EDVALD BOASSON HAGEN  ,192,NTT PRO CYCLING TEAM  ,'04h 21'' 57'''''
  JACK BAUER  ,162,MITCHELTON - SCOTT  ,'04h 21'' 57'''''
  SØREN KRAGH ANDERSEN  ,205,TEAM SUNWEB  ,'04h 22'' 08'''''
  MATTHIEU LADAGNOUS  ,55,GROUPAMA - FDJ  ,'04h 22'' 27'''''
  GEOFFREY SOUPE  ,187,TOTAL DIRECT ENERGIE  ,'04h 22'' 29'''''
  IMANOL ERVITI  ,93,MOVISTAR TEAM  ,'04h 22'' 31'''''
  JOSÉ ROJAS  ,96,MOVISTAR TEAM  ,'04h 22'' 31'''''
  EDWARD THEUNS  ,108,TREK - SEGAFREDO  ,'04h 22'' 31'''''
  DARIO CATALDO  ,92,MOVISTAR TEAM  ,'04h 22'' 31'''''
  MICHAEL SCHÄR  ,116,CCC TEAM  ,'04h 22'' 35'''''
  SIMON GESCHKE  ,113,CCC TEAM  ,'04h 22'' 35'''''
  MAXIMILIAN WALSCHEID  ,198,NTT PRO CYCLING TEAM  ,'04h 22'' 35'''''
  JENS DEBUSSCHERE  ,214,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 22'' 38'''''
  MICHAEL MØRKØV  ,48,DECEUNINCK - QUICK - STEP  ,'04h 22'' 47'''''
  DRIES DEVENYNS  ,46,DECEUNINCK - QUICK - STEP  ,'04h 22'' 47'''''
  ALBERTO BETTIOL  ,72,EF PRO CYCLING  ,'04h 22'' 47'''''
  VEGARD STAKE LAENGEN  ,136,UAE TEAM EMIRATES  ,'04h 22'' 52'''''
  MICHAEL HUNDAHL VALGREN  ,195,NTT PRO CYCLING TEAM  ,'04h 23'' 05'''''
  CYRIL BARTHE  ,212,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 23'' 11'''''
  ION IZAGUIRRE INSAUSTI  ,145,ASTANA PRO TEAM  ,'04h 23'' 20'''''
  MADS PEDERSEN  ,105,TREK - SEGAFREDO  ,'04h 23'' 23'''''
  LUKAS PÖSTLBERGER  ,27,BORA - HANSGROHE  ,'04h 23'' 23'''''
  ELIA VIVIANI  ,128,COFIDIS  ,'04h 23'' 23'''''
  MICHAEL GOGL  ,194,NTT PRO CYCLING TEAM  ,'04h 23'' 30'''''
  KÉVIN LEDANOIS  ,84,TEAM ARKEA - SAMSIC  ,'04h 23'' 55'''''
  PIERRE LATOUR  ,34,AG2R LA MONDIALE  ,'04h 23'' 55'''''
  ALEXEY LUTSENKO  ,146,ASTANA PRO TEAM  ,'04h 23'' 55'''''
  TOMS SKUJINS  ,106,TREK - SEGAFREDO  ,'04h 24'' 07'''''
  ANDRÉ GREIPEL  ,172,ISRAEL START-UP NATION  ,'04h 24'' 28'''''
  TIESJ BENOOT  ,201,TEAM SUNWEB  ,'04h 24'' 28'''''
  ROMAN KREUZIGER  ,196,NTT PRO CYCLING TEAM  ,'04h 24'' 33'''''
  ALESSANDRO DE MARCHI  ,112,CCC TEAM  ,'04h 24'' 33'''''
  OLIVER NAESEN  ,35,AG2R LA MONDIALE  ,'04h 24'' 51'''''
  STEFF CRAS  ,152,LOTTO SOUDAL  ,'04h 24'' 51'''''
  BOB JUNGELS  ,47,DECEUNINCK - QUICK - STEP  ,'04h 24'' 51'''''
  RÉMI CAVAGNA  ,44,DECEUNINCK - QUICK - STEP  ,'04h 24'' 51'''''
  MARC HIRSCHI  ,204,TEAM SUNWEB  ,'04h 24'' 51'''''
  RYAN GIBBONS  ,193,NTT PRO CYCLING TEAM  ,'04h 24'' 51'''''
  MAXIME CHEVALIER  ,213,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 24'' 51'''''
  MICHAL KWIATKOWSKI  ,5,INEOS GRENADIERS  ,'04h 24'' 56'''''
  DYLAN VAN BAARLE  ,8,INEOS GRENADIERS  ,'04h 24'' 56'''''
  FREDERIK FRISON  ,156,LOTTO SOUDAL  ,'04h 25'' 11'''''
  ROGER KLUGE  ,158,LOTTO SOUDAL  ,'04h 25'' 11'''''
  MAXIMILIAN SCHACHMANN  ,28,BORA - HANSGROHE  ,'04h 25'' 29'''''
  SONNY COLBRELLI  ,64,BAHRAIN - MCLAREN  ,'04h 25'' 29'''''
  MARCO HALLER  ,65,BAHRAIN - MCLAREN  ,'04h 25'' 29'''''
  DAVID GAUDU  ,53,GROUPAMA - FDJ  ,'04h 26'' 12'''''
  NICOLAS EDET  ,123,COFIDIS  ,'04h 26'' 12'''''
  WINNER ANACONA  ,82,TEAM ARKEA - SAMSIC  ,'04h 26'' 12'''''
  DIEGO ROSA  ,86,TEAM ARKEA - SAMSIC  ,'04h 26'' 12'''''
  VALENTIN MADOUAS  ,56,GROUPAMA - FDJ  ,'04h 26'' 12'''''
  NILS POLITT  ,177,ISRAEL START-UP NATION  ,'04h 26'' 12'''''
  WILLIAM BONNET  ,52,GROUPAMA - FDJ  ,'04h 26'' 12'''''
  QUENTIN PACHER  ,216,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 26'' 12'''''
  SÉBASTIEN REICHENBACH  ,58,GROUPAMA - FDJ  ,'04h 26'' 12'''''
  THOMAS DE GENDT  ,154,LOTTO SOUDAL  ,'04h 26'' 12'''''
  BEN HERMANS  ,173,ISRAEL START-UP NATION  ,'04h 26'' 12'''''
  MATHIEU BURGAUDEAU  ,182,TOTAL DIRECT ENERGIE  ,'04h 26'' 12'''''
  CLÉMENT RUSSO  ,87,TEAM ARKEA - SAMSIC  ,'04h 26'' 12'''''
  DAYER QUINTANA  ,85,TEAM ARKEA - SAMSIC  ,'04h 26'' 12'''''
  CONNOR SWIFT  ,88,TEAM ARKEA - SAMSIC  ,'04h 26'' 12'''''
  LUKE ROWE  ,6,INEOS GRENADIERS  ,'04h 26'' 12'''''
  DANIEL MARTIN  ,171,ISRAEL START-UP NATION  ,'04h 26'' 12'''''
  TEJAY VAN GARDEREN  ,78,EF PRO CYCLING  ,'04h 26'' 12'''''
  AMUND GRØNDAHL JANSEN  ,13,TEAM JUMBO - VISMA  ,'04h 26'' 12'''''
  TIM DECLERCQ  ,45,DECEUNINCK - QUICK - STEP  ,'04h 26'' 12'''''
  JESUS HERRADA  ,124,COFIDIS  ,'04h 26'' 12'''''
  ANDREY AMADOR  ,2,INEOS GRENADIERS  ,'04h 26'' 12'''''
  GEORGE BENNETT  ,12,TEAM JUMBO - VISMA  ,'04h 26'' 12'''''
  SAMUEL BEWLEY  ,163,MITCHELTON - SCOTT  ,'04h 26'' 12'''''
  GUY NIV  ,176,ISRAEL START-UP NATION  ,'04h 26'' 12'''''
  ROBERT GESINK  ,15,TEAM JUMBO - VISMA  ,'04h 26'' 12'''''
  TONY MARTIN  ,17,TEAM JUMBO - VISMA  ,'04h 26'' 12'''''
  ILNUR ZAKARIN  ,118,CCC TEAM  ,'04h 26'' 12'''''
  NIKLAS EG  ,102,TREK - SEGAFREDO  ,'04h 26'' 12'''''
  SEPP KUSS  ,16,TEAM JUMBO - VISMA  ,'04h 26'' 12'''''
  KENNY ELISSONDE  ,103,TREK - SEGAFREDO  ,'04h 26'' 12'''''
  MIKEL NIEVE  ,168,MITCHELTON - SCOTT  ,'04h 26'' 12'''''
  LENNARD KÄMNA  ,24,BORA - HANSGROHE  ,'04h 26'' 12'''''
  FELIX GROSSSCHARTNER  ,23,BORA - HANSGROHE  ,'04h 26'' 12'''''
  LILIAN CALMEJANE  ,183,TOTAL DIRECT ENERGIE  ,'04h 26'' 12'''''
  PAVEL SIVAKOV  ,7,INEOS GRENADIERS  ,'04h 26'' 12'''''
  JÉRÔME COUSIN  ,184,TOTAL DIRECT ENERGIE  ,'04h 26'' 12'''''
  KRISTS NEILANDS  ,175,ISRAEL START-UP NATION  ,'04h 26'' 12'''''
  FABIEN GRELLIER  ,185,TOTAL DIRECT ENERGIE  ,'04h 26'' 12'''''
  NEILSON POWLESS  ,77,EF PRO CYCLING  ,'04h 26'' 12'''''
  NANS PETERS  ,36,AG2R LA MONDIALE  ,'04h 26'' 12'''''
  JAN HIRT  ,114,CCC TEAM  ,'04h 26'' 12'''''
  DAVID DE LA CRUZ  ,133,UAE TEAM EMIRATES  ,'04h 26'' 12'''''
  BENOIT COSNEFROY  ,33,AG2R LA MONDIALE  ,'04h 26'' 12'''''
  CARLOS VERONA  ,98,MOVISTAR TEAM  ,'04h 26'' 12'''''
  PIERRE LUC PERICHON  ,127,COFIDIS  ,'04h 26'' 12'''''
  CHRISTOPHER JUUL JENSEN  ,166,MITCHELTON - SCOTT  ,'04h 26'' 12'''''
  WOUTER POELS  ,67,BAHRAIN - MCLAREN  ,'04h 28'' 26'''''
  NICOLAS ROCHE  ,208,TEAM SUNWEB  ,'04h 28'' 26'''''
  HAROLD TEJADA  ,148,ASTANA PRO TEAM  ,'04h 28'' 26'''''
  OMAR FRAILE  ,142,ASTANA PRO TEAM  ,'04h 30'' 27'''''
  JONATHAN CASTROVIEJO  ,4,INEOS GRENADIERS  ,'04h 30'' 27'''''
  ROGER KLUGE  ,158,LOTTO SOUDAL  ,'04h 30'' 07'''''
