  SERGIO ANDRES HIGUITA  ,74,EF PRO CYCLING  ,'04h 08'' 15'''''
  MARC HIRSCHI  ,204,TEAM SUNWEB  ,'04h 08'' 25'''''
  PIERRE ROLLAND  ,218,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 08'' 44'''''
  DAVIDE FORMOLO  ,134,UAE TEAM EMIRATES  ,'04h 08'' 44'''''
  WARREN BARGUIL  ,83,TEAM ARKEA - SAMSIC  ,'04h 08'' 46'''''
  PIERRE LATOUR  ,34,AG2R LA MONDIALE  ,'04h 08'' 52'''''
  JESUS HERRADA  ,124,COFIDIS  ,'04h 08'' 57'''''
  KENNY ELISSONDE  ,103,TREK - SEGAFREDO  ,'04h 09'' 02'''''
  DOMENICO POZZOVIVO  ,197,NTT PRO CYCLING TEAM  ,'04h 09'' 02'''''
  FABIO ARU  ,132,UAE TEAM EMIRATES  ,'04h 09'' 04'''''
  MARC SOLER  ,97,MOVISTAR TEAM  ,'04h 09'' 04'''''
  JONATHAN CASTROVIEJO  ,4,INEOS GRENADIERS  ,'04h 09'' 13'''''
  ION IZAGUIRRE INSAUSTI  ,145,ASTANA PRO TEAM  ,'04h 09'' 13'''''
  ROMAIN SICARD  ,186,TOTAL DIRECT ENERGIE  ,'04h 09'' 25'''''
  THOMAS DE GENDT  ,154,LOTTO SOUDAL  ,'04h 09'' 40'''''
  WINNER ANACONA  ,82,TEAM ARKEA - SAMSIC  ,'04h 09'' 40'''''
  PELLO BILBAO  ,62,BAHRAIN - MCLAREN  ,'04h 09'' 53'''''
  WOUT VAN AERT  ,18,TEAM JUMBO - VISMA  ,'04h 09'' 59'''''
  MIKAEL CHEREL  ,32,AG2R LA MONDIALE  ,'04h 10'' 04'''''
  MICHAL KWIATKOWSKI  ,5,INEOS GRENADIERS  ,'04h 10'' 41'''''
  DAVID GAUDU  ,53,GROUPAMA - FDJ  ,'04h 10'' 47'''''
  MIKEL NIEVE  ,168,MITCHELTON - SCOTT  ,'04h 10'' 51'''''
  ALEXEY LUTSENKO  ,146,ASTANA PRO TEAM  ,'04h 10'' 51'''''
  RUDY MOLARD  ,57,GROUPAMA - FDJ  ,'04h 10'' 51'''''
  GEORGE BENNETT  ,12,TEAM JUMBO - VISMA  ,'04h 10'' 51'''''
  GREG VAN AVERMAET  ,111,CCC TEAM  ,'04h 10'' 51'''''
  DANIEL MARTIN  ,171,ISRAEL START-UP NATION  ,'04h 10'' 56'''''
  ILNUR ZAKARIN  ,118,CCC TEAM  ,'04h 11'' 09'''''
  HAROLD TEJADA  ,148,ASTANA PRO TEAM  ,'04h 11'' 09'''''
  MAXIMILIAN SCHACHMANN  ,28,BORA - HANSGROHE  ,'04h 11'' 09'''''
  LUIS LEÓN SANCHEZ  ,147,ASTANA PRO TEAM  ,'04h 11'' 09'''''
  NIKLAS EG  ,102,TREK - SEGAFREDO  ,'04h 11'' 09'''''
  LENNARD KÄMNA  ,24,BORA - HANSGROHE  ,'04h 11'' 46'''''
  GREGOR MÜHLBERGER  ,25,BORA - HANSGROHE  ,'04h 11'' 46'''''
  JAN POLANC  ,138,UAE TEAM EMIRATES  ,'04h 11'' 46'''''
  NEILSON POWLESS  ,77,EF PRO CYCLING  ,'04h 11'' 46'''''
  SØREN KRAGH ANDERSEN  ,205,TEAM SUNWEB  ,'04h 11'' 55'''''
  ROBERT GESINK  ,15,TEAM JUMBO - VISMA  ,'04h 12'' 08'''''
  NICOLAS EDET  ,123,COFIDIS  ,'04h 12'' 40'''''
  BOB JUNGELS  ,47,DECEUNINCK - QUICK - STEP  ,'04h 12'' 59'''''
  DYLAN VAN BAARLE  ,8,INEOS GRENADIERS  ,'04h 13'' 42'''''
  FELIX GROSSSCHARTNER  ,23,BORA - HANSGROHE  ,'04h 13'' 42'''''
  ANDREY AMADOR  ,2,INEOS GRENADIERS  ,'04h 13'' 42'''''
  STEFAN KÜNG  ,54,GROUPAMA - FDJ  ,'04h 13'' 53'''''
  MICHAEL SCHÄR  ,116,CCC TEAM  ,'04h 13'' 53'''''
  SIMON GESCHKE  ,113,CCC TEAM  ,'04h 13'' 53'''''
  CYRIL GAUTIER  ,215,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 14'' 02'''''
  BEN HERMANS  ,173,ISRAEL START-UP NATION  ,'04h 14'' 34'''''
  DIEGO ROSA  ,86,TEAM ARKEA - SAMSIC  ,'04h 14'' 53'''''
  ALESSANDRO DE MARCHI  ,112,CCC TEAM  ,'04h 14'' 53'''''
  TEJAY VAN GARDEREN  ,78,EF PRO CYCLING  ,'04h 14'' 53'''''
  GORKA IZAGUIRRE INSAUSTI  ,144,ASTANA PRO TEAM  ,'04h 14'' 53'''''
  DAYER QUINTANA  ,85,TEAM ARKEA - SAMSIC  ,'04h 16'' 35'''''
  NELSON OLIVEIRA  ,95,MOVISTAR TEAM  ,'04h 16'' 35'''''
  DARIO CATALDO  ,92,MOVISTAR TEAM  ,'04h 17'' 00'''''
  HUGO HOULE  ,143,ASTANA PRO TEAM  ,'04h 17'' 00'''''
  DRIES DEVENYNS  ,46,DECEUNINCK - QUICK - STEP  ,'04h 17'' 10'''''
  OMAR FRAILE  ,142,ASTANA PRO TEAM  ,'04h 17'' 37'''''
  TOMS SKUJINS  ,106,TREK - SEGAFREDO  ,'04h 19'' 26'''''
  KRISTS NEILANDS  ,175,ISRAEL START-UP NATION  ,'04h 19'' 26'''''
  TONY MARTIN  ,17,TEAM JUMBO - VISMA  ,'04h 19'' 26'''''
  JOSÉ ROJAS  ,96,MOVISTAR TEAM  ,'04h 19'' 26'''''
  CARLOS VERONA  ,98,MOVISTAR TEAM  ,'04h 19'' 26'''''
  LILIAN CALMEJANE  ,183,TOTAL DIRECT ENERGIE  ,'04h 19'' 48'''''
  ALEXIS VUILLERMOZ  ,38,AG2R LA MONDIALE  ,'04h 20'' 14'''''
  QUENTIN PACHER  ,216,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 20'' 14'''''
  CLÉMENT VENTURINI  ,37,AG2R LA MONDIALE  ,'04h 20'' 15'''''
  MATEJ MOHORIC  ,66,BAHRAIN - MCLAREN  ,'04h 20'' 18'''''
  JACK BAUER  ,162,MITCHELTON - SCOTT  ,'04h 20'' 18'''''
  CHRISTOPHER JUUL JENSEN  ,166,MITCHELTON - SCOTT  ,'04h 20'' 18'''''
  VEGARD STAKE LAENGEN  ,136,UAE TEAM EMIRATES  ,'04h 20'' 18'''''
  MATTHIEU LADAGNOUS  ,55,GROUPAMA - FDJ  ,'04h 20'' 18'''''
  ALBERTO BETTIOL  ,72,EF PRO CYCLING  ,'04h 20'' 41'''''
  JENS KEUKELEIRE  ,75,EF PRO CYCLING  ,'04h 20'' 41'''''
  AMUND GRØNDAHL JANSEN  ,13,TEAM JUMBO - VISMA  ,'04h 20'' 55'''''
  MICHAEL GOGL  ,194,NTT PRO CYCLING TEAM  ,'04h 20'' 55'''''
  CASPER PHILLIP PEDERSEN  ,207,TEAM SUNWEB  ,'04h 20'' 55'''''
  LUKE ROWE  ,6,INEOS GRENADIERS  ,'04h 20'' 55'''''
  MICHAEL HUNDAHL VALGREN  ,195,NTT PRO CYCLING TEAM  ,'04h 20'' 55'''''
  OLIVER NAESEN  ,35,AG2R LA MONDIALE  ,'04h 21'' 47'''''
  TOM VAN ASBROECK  ,178,ISRAEL START-UP NATION  ,'04h 21'' 47'''''
  IMANOL ERVITI  ,93,MOVISTAR TEAM  ,'04h 21'' 47'''''
  NANS PETERS  ,36,AG2R LA MONDIALE  ,'04h 21'' 53'''''
  MARCO MARCATO  ,137,UAE TEAM EMIRATES  ,'04h 22'' 24'''''
  JASPER STUYVEN  ,107,TREK - SEGAFREDO  ,'04h 23'' 56'''''
  RYAN GIBBONS  ,193,NTT PRO CYCLING TEAM  ,'04h 23'' 56'''''
  ANTHONY TURGIS  ,188,TOTAL DIRECT ENERGIE  ,'04h 23'' 56'''''
  CYRIL BARTHE  ,212,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 23'' 56'''''
  MAXIME CHEVALIER  ,213,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 23'' 56'''''
  JORIS NIEUWENHUIS  ,206,TEAM SUNWEB  ,'04h 23'' 56'''''
  TIESJ BENOOT  ,201,TEAM SUNWEB  ,'04h 23'' 56'''''
  DARYL IMPEY  ,165,MITCHELTON - SCOTT  ,'04h 23'' 56'''''
  NIKIAS ARNDT  ,202,TEAM SUNWEB  ,'04h 23'' 56'''''
  TIM DECLERCQ  ,45,DECEUNINCK - QUICK - STEP  ,'04h 23'' 56'''''
  JONAS KOCH  ,115,CCC TEAM  ,'04h 23'' 56'''''
  EDVALD BOASSON HAGEN  ,192,NTT PRO CYCLING TEAM  ,'04h 23'' 56'''''
  GUY NIV  ,176,ISRAEL START-UP NATION  ,'04h 23'' 56'''''
  SONNY COLBRELLI  ,64,BAHRAIN - MCLAREN  ,'04h 23'' 56'''''
  PETER SAGAN  ,21,BORA - HANSGROHE  ,'04h 23'' 56'''''
  DANIEL OSS  ,26,BORA - HANSGROHE  ,'04h 23'' 56'''''
  JAN HIRT  ,114,CCC TEAM  ,'04h 23'' 56'''''
  NILS POLITT  ,177,ISRAEL START-UP NATION  ,'04h 26'' 30'''''
  KASPER ASGREEN  ,42,DECEUNINCK - QUICK - STEP  ,'04h 26'' 35'''''
  LUKAS PÖSTLBERGER  ,27,BORA - HANSGROHE  ,'04h 26'' 35'''''
  LUKA MEZGEC  ,167,MITCHELTON - SCOTT  ,'04h 26'' 35'''''
  PIERRE LUC PERICHON  ,127,COFIDIS  ,'04h 26'' 35'''''
  MATHIEU BURGAUDEAU  ,182,TOTAL DIRECT ENERGIE  ,'04h 27'' 11'''''
  JENS DEBUSSCHERE  ,214,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 28'' 00'''''
  JASPER DE BUYST  ,153,LOTTO SOUDAL  ,'04h 28'' 00'''''
  KÉVIN LEDANOIS  ,84,TEAM ARKEA - SAMSIC  ,'04h 28'' 00'''''
  KÉVIN REZA  ,217,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 28'' 00'''''
  VALENTIN MADOUAS  ,56,GROUPAMA - FDJ  ,'04h 28'' 00'''''
  PAVEL SIVAKOV  ,7,INEOS GRENADIERS  ,'04h 28'' 00'''''
  STEFF CRAS  ,152,LOTTO SOUDAL  ,'04h 28'' 00'''''
  BRYAN COQUARD  ,211,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'04h 28'' 00'''''
  SAMUEL BEWLEY  ,163,MITCHELTON - SCOTT  ,'04h 28'' 00'''''
  DAVID DE LA CRUZ  ,133,UAE TEAM EMIRATES  ,'04h 28'' 00'''''
  GEOFFREY SOUPE  ,187,TOTAL DIRECT ENERGIE  ,'04h 28'' 00'''''
  MICHAEL MØRKØV  ,48,DECEUNINCK - QUICK - STEP  ,'04h 28'' 00'''''
  MADS PEDERSEN  ,105,TREK - SEGAFREDO  ,'04h 28'' 00'''''
  CONNOR SWIFT  ,88,TEAM ARKEA - SAMSIC  ,'04h 28'' 00'''''
  FREDERIK FRISON  ,156,LOTTO SOUDAL  ,'04h 28'' 00'''''
  BENOIT COSNEFROY  ,33,AG2R LA MONDIALE  ,'04h 28'' 00'''''
  JÉRÔME COUSIN  ,184,TOTAL DIRECT ENERGIE  ,'04h 28'' 00'''''
  MARCO HALLER  ,65,BAHRAIN - MCLAREN  ,'04h 28'' 00'''''
  WOUTER POELS  ,67,BAHRAIN - MCLAREN  ,'04h 28'' 00'''''
  FABIEN GRELLIER  ,185,TOTAL DIRECT ENERGIE  ,'04h 28'' 00'''''
  MATTEO TRENTIN  ,117,CCC TEAM  ,'04h 28'' 00'''''
  ANDRÉ GREIPEL  ,172,ISRAEL START-UP NATION  ,'04h 28'' 00'''''
  CLÉMENT RUSSO  ,87,TEAM ARKEA - SAMSIC  ,'04h 28'' 00'''''
  HUGO HOFSTETTER  ,174,ISRAEL START-UP NATION  ,'04h 28'' 00'''''
  ALEXANDER KRISTOFF  ,135,UAE TEAM EMIRATES  ,'04h 28'' 00'''''
  RÉMI CAVAGNA  ,44,DECEUNINCK - QUICK - STEP  ,'04h 28'' 00'''''
  WILLIAM BONNET  ,52,GROUPAMA - FDJ  ,'04h 28'' 00'''''
  ROMAN KREUZIGER  ,196,NTT PRO CYCLING TEAM  ,'04h 28'' 17'''''
  ELIA VIVIANI  ,128,COFIDIS  ,'04h 28'' 17'''''
  GIACOMO NIZZOLO  ,191,NTT PRO CYCLING TEAM  ,'04h 28'' 17'''''
  MAXIMILIAN WALSCHEID  ,198,NTT PRO CYCLING TEAM  ,'04h 28'' 17'''''
  CEES BOL  ,203,TEAM SUNWEB  ,'04h 28'' 28'''''
  CALEB EWAN  ,151,LOTTO SOUDAL  ,'04h 28'' 31'''''
  NICCOLÒ BONIFAZIO  ,181,TOTAL DIRECT ENERGIE  ,'04h 29'' 09'''''
  CHRISTOPHE LAPORTE  ,125,COFIDIS  ,'04h 29'' 17'''''
  SAM BENNETT  ,43,DECEUNINCK - QUICK - STEP  ,'04h 29'' 43'''''
  EDWARD THEUNS  ,108,TREK - SEGAFREDO  ,'04h 29'' 43'''''
  SIMONE CONSONNI  ,122,COFIDIS  ,'04h 29'' 45'''''
  ROGER KLUGE  ,158,LOTTO SOUDAL  ,'04h 30'' 07'''''
