  DANIEL OSS  ,26,BORA - HANSGROHE  ,'05h 13'' 12'''''
  MICHAEL GOGL  ,194,NTT PRO CYCLING TEAM  ,'05h 13'' 12'''''
  PETER SAGAN  ,21,BORA - HANSGROHE  ,'05h 13'' 12'''''
  TONY MARTIN  ,17,TEAM JUMBO - VISMA  ,'05h 13'' 12'''''
  SONNY COLBRELLI  ,64,BAHRAIN - MCLAREN  ,'05h 13'' 12'''''
  ALESSANDRO DE MARCHI  ,112,CCC TEAM  ,'05h 13'' 12'''''
  JAN HIRT  ,114,CCC TEAM  ,'05h 13'' 18'''''
  MICHAEL HUNDAHL VALGREN  ,195,NTT PRO CYCLING TEAM  ,'05h 16'' 09'''''
  MATTEO TRENTIN  ,117,CCC TEAM  ,'05h 16'' 09'''''
  MATEJ MOHORIC  ,66,BAHRAIN - MCLAREN  ,'05h 16'' 09'''''
  DARYL IMPEY  ,165,MITCHELTON - SCOTT  ,'05h 16'' 09'''''
  GUY NIV  ,176,ISRAEL START-UP NATION  ,'05h 16'' 09'''''
  JENS KEUKELEIRE  ,75,EF PRO CYCLING  ,'05h 16'' 09'''''
  KÉVIN LEDANOIS  ,84,TEAM ARKEA - SAMSIC  ,'05h 16'' 09'''''
  JACK BAUER  ,162,MITCHELTON - SCOTT  ,'05h 16'' 09'''''
  PIERRE LUC PERICHON  ,127,COFIDIS  ,'05h 16'' 09'''''
  CHRISTOPHER JUUL JENSEN  ,166,MITCHELTON - SCOTT  ,'05h 16'' 09'''''
  TOM VAN ASBROECK  ,178,ISRAEL START-UP NATION  ,'05h 17'' 05'''''
  MATTHIEU LADAGNOUS  ,55,GROUPAMA - FDJ  ,'05h 17'' 05'''''
  CYRIL BARTHE  ,212,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'05h 17'' 05'''''
  JORIS NIEUWENHUIS  ,206,TEAM SUNWEB  ,'05h 17'' 05'''''
  IMANOL ERVITI  ,93,MOVISTAR TEAM  ,'05h 17'' 05'''''
  HUGO HOULE  ,143,ASTANA PRO TEAM  ,'05h 17'' 05'''''
  WOUTER POELS  ,67,BAHRAIN - MCLAREN  ,'05h 21'' 14'''''
  PAVEL SIVAKOV  ,7,INEOS GRENADIERS  ,'05h 23'' 42'''''
  ELIA VIVIANI  ,128,COFIDIS  ,'05h 23'' 42'''''
  JENS DEBUSSCHERE  ,214,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'05h 23'' 42'''''
  RÉMI CAVAGNA  ,44,DECEUNINCK - QUICK - STEP  ,'05h 23'' 42'''''
  HUGO HOFSTETTER  ,174,ISRAEL START-UP NATION  ,'05h 23'' 42'''''
  GEOFFREY SOUPE  ,187,TOTAL DIRECT ENERGIE  ,'05h 23'' 42'''''
  VEGARD STAKE LAENGEN  ,136,UAE TEAM EMIRATES  ,'05h 23'' 42'''''
  ALEXANDER KRISTOFF  ,135,UAE TEAM EMIRATES  ,'05h 23'' 42'''''
  MARCO MARCATO  ,137,UAE TEAM EMIRATES  ,'05h 23'' 42'''''
  LUKA MEZGEC  ,167,MITCHELTON - SCOTT  ,'05h 23'' 42'''''
  MARCO HALLER  ,65,BAHRAIN - MCLAREN  ,'05h 23'' 42'''''
  MAXIME CHEVALIER  ,213,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'05h 23'' 42'''''
  ANTHONY TURGIS  ,188,TOTAL DIRECT ENERGIE  ,'05h 23'' 42'''''
  LILIAN CALMEJANE  ,183,TOTAL DIRECT ENERGIE  ,'05h 23'' 42'''''
  ANDREY AMADOR  ,2,INEOS GRENADIERS  ,'05h 23'' 42'''''
  CASPER PHILLIP PEDERSEN  ,207,TEAM SUNWEB  ,'05h 23'' 42'''''
  MADS PEDERSEN  ,105,TREK - SEGAFREDO  ,'05h 23'' 42'''''
  CHRISTOPHE LAPORTE  ,125,COFIDIS  ,'05h 23'' 42'''''
  LUKE ROWE  ,6,INEOS GRENADIERS  ,'05h 23'' 42'''''
  MICHAEL MØRKØV  ,48,DECEUNINCK - QUICK - STEP  ,'05h 23'' 42'''''
  RYAN GIBBONS  ,193,NTT PRO CYCLING TEAM  ,'05h 24'' 22'''''
  GIACOMO NIZZOLO  ,191,NTT PRO CYCLING TEAM  ,'05h 24'' 22'''''
  MAXIMILIAN WALSCHEID  ,198,NTT PRO CYCLING TEAM  ,'05h 24'' 22'''''
  WILLIAM BONNET  ,52,GROUPAMA - FDJ  ,'05h 24'' 22'''''
  SAMUEL BEWLEY  ,163,MITCHELTON - SCOTT  ,'05h 24'' 22'''''
  ANDRÉ GREIPEL  ,172,ISRAEL START-UP NATION  ,'05h 24'' 22'''''
  CLÉMENT RUSSO  ,87,TEAM ARKEA - SAMSIC  ,'05h 24'' 22'''''
  THOMAS DE GENDT  ,154,LOTTO SOUDAL  ,'05h 24'' 22'''''
  STEFF CRAS  ,152,LOTTO SOUDAL  ,'05h 24'' 22'''''
  NIKIAS ARNDT  ,202,TEAM SUNWEB  ,'05h 24'' 22'''''
  ROGER KLUGE  ,158,LOTTO SOUDAL  ,'05h 24'' 22'''''
  BRYAN COQUARD  ,211,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'05h 24'' 22'''''
  MATHIEU BURGAUDEAU  ,182,TOTAL DIRECT ENERGIE  ,'05h 24'' 22'''''
  DAVID DE LA CRUZ  ,133,UAE TEAM EMIRATES  ,'05h 24'' 22'''''
  FABIEN GRELLIER  ,185,TOTAL DIRECT ENERGIE  ,'05h 24'' 22'''''
  SIMONE CONSONNI  ,122,COFIDIS  ,'05h 24'' 22'''''
  JÉRÔME COUSIN  ,184,TOTAL DIRECT ENERGIE  ,'05h 24'' 22'''''
  CEES BOL  ,203,TEAM SUNWEB  ,'05h 24'' 22'''''
  SAM BENNETT  ,43,DECEUNINCK - QUICK - STEP  ,'05h 24'' 22'''''
  NICCOLÒ BONIFAZIO  ,181,TOTAL DIRECT ENERGIE  ,'05h 24'' 22'''''
  KÉVIN REZA  ,217,B&B HOTELS - VITAL CONCEPT P / B KTM  ,'05h 24'' 22'''''
  FREDERIK FRISON  ,156,LOTTO SOUDAL  ,'05h 24'' 22'''''
  JASPER DE BUYST  ,153,LOTTO SOUDAL  ,'05h 24'' 35'''''
  CALEB EWAN  ,151,LOTTO SOUDAL  ,'05h 24'' 35'''''
